Scenario_No,Run_No,dc_Avg_spd,dc_min_spd,pos,lane
Scenario8,4,55.9437,38.6833,3500,2
Scenario8,4,55.0827,37.703,4000,1
Scenario8,4,57.1953,43.5517,4000,2
Scenario8,4,57.1744,44.2707,4500,1
Scenario8,4,59.7353,50.3467,4500,2
Scenario8,5,63.9729,61.342,0,1
Scenario8,5,64.4176,62.1664,0,2
Scenario8,5,62.9933,59.5676,500,1
Scenario8,5,63.349,60.2912,500,2
Scenario8,5,59.0233,49.678,1000,1
Scenario8,5,60.1537,51.128,1000,2
Scenario8,5,60.1699,52.1752,1500,1
Scenario8,5,61.0443,54.7463,1500,2
Scenario8,5,61.2422,53.2518,2000,1
Scenario8,5,61.5902,54.8414,2000,2
Scenario8,5,61.7517,54.1192,2500,1
Scenario8,5,62.5233,56.5512,2500,2
Scenario8,5,60.4523,30.7836,3000,1
Scenario8,5,61.7881,43.3378,3000,2
Scenario8,5,55.5443,38.4166,3500,1
Scenario8,5,57.0036,34.9946,3500,2
Scenario8,5,57.4862,43.1444,4000,1
Scenario8,5,58.8081,43.302,4000,2
Scenario8,5,58.9815,47.2951,4500,1
Scenario8,5,60.3763,51.5655,4500,2
Scenario9,1,64.2371,60.9869,0,1
Scenario9,1,64.3111,61.6688,0,2
Scenario9,1,63.3708,60.7442,500,1
Scenario9,1,63.6497,61.7112,500,2
Scenario9,1,61.1425,52.1368,1000,1
Scenario9,1,62.394,53.2111,1000,2
Scenario9,1,56.4831,21.5269,1500,1
Scenario9,1,60.5358,28.9847,1500,2
Scenario9,1,57.4981,39.3807,2000,1
Scenario9,1,57.209,33.9589,2000,2
Scenario9,1,57.9124,42.7184,2500,1
Scenario9,1,56.7499,41.377,2500,2
Scenario9,2,64.0234,60.4854,0,1
Scenario9,2,64.095,61.4179,0,2
Scenario9,2,63.1676,61.2508,500,1
Scenario9,2,63.4985,61.1492,500,2
Scenario9,2,61.0773,57.3567,1000,1
Scenario9,2,62.3373,59.0201,1000,2
Scenario9,2,57.4577,48.9063,1500,1
Scenario9,2,61.6067,54.8126,1500,2
Scenario9,2,58.6177,45.0213,2000,1
Scenario9,2,58.3332,42.4623,2000,2
Scenario9,2,58.6679,44.3258,2500,1
Scenario9,2,57.8197,42.8261,2500,2
Scenario9,3,64.2324,62.5856,0,1
Scenario9,3,64.2584,62.0233,0,2
Scenario9,3,63.3888,60.2003,500,1
Scenario9,3,63.6314,61.9307,500,2
Scenario9,3,60.958,52.7992,1000,1
Scenario9,3,62.4717,54.0093,1000,2
Scenario9,3,56.7859,43.0162,1500,1
Scenario9,3,60.9242,45.452,1500,2
Scenario9,3,56.5384,35.5211,2000,1
Scenario9,3,56.1847,31.5635,2000,2
Scenario9,3,56.8794,40.9711,2500,1
Scenario9,3,55.9783,37.5708,2500,2
Scenario9,4,64.2559,62.4243,0,1
Scenario9,4,64.3361,61.9052,0,2
Scenario9,4,63.2366,61.0359,500,1
Scenario9,4,63.5724,61.8197,500,2
Scenario9,4,60.2326,54.9454,1000,1
Scenario9,4,62.0699,57.8946,1000,2
Scenario9,4,56.0738,38.3093,1500,1
Scenario9,4,60.7074,45.7382,1500,2
Scenario9,4,55.9511,33.7739,2000,1
Scenario9,4,56.1153,32.6899,2000,2
Scenario9,4,56.7117,38.974,2500,1
Scenario9,4,55.4844,35.6197,2500,2
Scenario9,5,64.204,62.4803,0,1
Scenario9,5,64.1244,61.6886,0,2
Scenario9,5,63.2372,61.2814,500,1
Scenario9,5,63.4856,60.7388,500,2
Scenario9,5,60.6645,55.2982,1000,1
Scenario9,5,62.0822,58.1521,1000,2
Scenario9,5,56.31,29.6637,1500,1
Scenario9,5,60.2446,36.7236,1500,2
Scenario9,5,57.2137,33.646,2000,1
Scenario9,5,57.2101,32.2156,2000,2
Scenario9,5,57.9949,42.3243,2500,1
Scenario9,5,57.3082,38.6562,2500,2
Scenario10,1,64.2377,60.9899,0,1
Scenario10,1,64.3118,61.6677,0,2
Scenario10,1,63.3667,60.7431,500,1
Scenario10,1,63.5934,61.5367,500,2
Scenario10,1,60.5753,46.2668,1000,1
Scenario10,1,61.5861,50.3968,1000,2
Scenario10,1,60.8225,45.8381,1500,1
Scenario10,1,60.2725,41.7134,1500,2
Scenario10,1,60.9605,51.2047,2000,1
Scenario10,1,59.9839,47.4921,2000,2
Scenario10,1,61.3516,51.5626,2500,1
Scenario10,1,60.9226,51.644,2500,2
Scenario10,1,60.7682,48.5457,3000,1
Scenario10,1,60.9561,50.3641,3000,2
Scenario10,1,56.165,34.3898,3500,1
Scenario10,1,57.1114,28.6202,3500,2
Scenario10,1,57.455,39.4829,4000,1
Scenario10,1,57.1259,38.583,4000,2
Scenario10,1,58.9621,45.8821,4500,1
Scenario10,1,58.5294,44.9012,4500,2
Scenario10,2,64.0207,60.4981,0,1
Scenario10,2,64.0924,61.4295,0,2
Scenario10,2,63.1344,61.2113,500,1
Scenario10,2,63.4847,61.1357,500,2
Scenario10,2,60.5611,55.9632,1000,1
Scenario10,2,61.4787,56.0413,1000,2
Scenario10,2,61.1819,55.5498,1500,1
Scenario10,2,60.793,52.2299,1500,2
Scenario10,2,61.254,54.7691,2000,1
Scenario10,2,60.848,51.2516,2000,2
Scenario10,2,61.8884,55.4841,2500,1
Scenario10,2,61.8155,57.5497,2500,2
Scenario10,2,61.9616,58.1953,3000,1
Scenario10,2,62.1652,58.34,3000,2
Scenario10,2,58.6667,47.6185,3500,1
Scenario10,2,60.2039,50.813,3500,2
Scenario10,2,59.3464,51.6958,4000,1
Scenario10,2,58.6182,43.1593,4000,2
Scenario10,2,60.1525,51.5735,4500,1
Scenario10,2,59.2995,49.0268,4500,2
Scenario10,3,64.2326,62.5939,0,1
Scenario10,3,64.2618,62.0199,0,2
Scenario10,3,63.3445,59.7849,500,1
Scenario10,3,63.562,60.2305,500,2
Scenario10,3,60.1888,45.5258,1000,1
Scenario10,3,61.2087,47.9621,1000,2
Scenario10,3,60.8328,56.6376,1500,1
Scenario10,3,60.5066,54.4483,1500,2
Scenario10,3,60.9298,57.8237,2000,1
Scenario10,3,60.7343,54.4634,2000,2
Scenario10,3,61.5203,57.7307,2500,1
Scenario10,3,61.7279,53.1746,2500,2
Scenario10,3,61.5301,56.8538,3000,1
Scenario10,3,61.5239,56.6569,3000,2
Scenario10,3,56.449,34.1415,3500,1
Scenario10,3,57.2138,33.5997,3500,2
Scenario10,3,57.4493,39.2387,4000,1
Scenario10,3,56.7881,37.9298,4000,2
Scenario10,3,58.7218,42.5627,4500,1
Scenario10,3,58.5466,44.2934,4500,2
Scenario10,4,64.2508,62.3962,0,1
Scenario10,4,64.3356,61.9042,0,2
Scenario10,4,63.1257,60.694,500,1
Scenario10,4,63.4172,61.3957,500,2
Scenario10,4,58.9577,47.2591,1000,1
Scenario10,4,60.0373,46.2708,1000,2
Scenario10,4,60.3385,53.083,1500,1
Scenario10,4,59.9086,52.5438,1500,2
Scenario10,4,61.0795,53.7117,2000,1
Scenario10,4,60.5817,52.1512,2000,2
Scenario10,4,61.5813,53.9979,2500,1
Scenario10,4,61.7004,52.9333,2500,2
Scenario10,4,61.314,54.9024,3000,1
Scenario10,4,61.2304,53.7927,3000,2
Scenario10,4,56.1639,33.1226,3500,1
Scenario10,4,56.8306,31.0406,3500,2
Scenario10,4,56.6503,39.9002,4000,1
Scenario10,4,55.9074,39.3105,4000,2
Scenario10,4,58.1076,45.8092,4500,1
Scenario10,4,57.4564,47.6319,4500,2
Scenario10,5,64.204,62.4789,0,1
Scenario10,5,64.121,61.691,0,2
Scenario10,5,63.1741,61.1398,500,1
Scenario10,5,63.4272,60.7237,500,2
Scenario10,5,59.9611,48.4227,1000,1
Scenario10,5,60.9716,52.2864,1000,2
Scenario10,5,60.734,54.1774,1500,1
Scenario10,5,60.5068,53.5665,1500,2
Scenario10,5,61.1579,56.3715,2000,1
Scenario10,5,60.9001,56.6509,2000,2
Scenario10,5,61.9525,57.8425,2500,1
Scenario10,5,61.98,58.5364,2500,2
Scenario10,5,61.953,57.7975,3000,1
Scenario10,5,61.923,57.8158,3000,2
Scenario10,5,57.666,46.1577,3500,1
Scenario10,5,58.9563,45.8899,3500,2
Scenario10,5,58.0349,46.7641,4000,1
Scenario10,5,58.2959,48.2008,4000,2
Scenario10,5,59.3643,49.3843,4500,1
Scenario10,5,59.3028,52.0388,4500,2
Scenario11,1,64.3316,61.6504,0,1
Scenario11,1,64.2749,61.6692,0,2
Scenario11,1,63.415,61.3658,500,1
Scenario11,1,63.6469,60.9881,500,2
Scenario11,1,60.9877,53.1808,1000,1
Scenario11,1,62.2493,51.0963,1000,2
Scenario11,1,55.94,25.9761,1500,1
Scenario11,1,60.0964,25.6008,1500,2
Scenario11,1,57.355,33.93,2000,1
Scenario11,1,57.1912,30.0031,2000,2
Scenario11,1,57.8988,42.0072,2500,1
Scenario11,1,56.7754,39.2184,2500,2
Scenario11,2,64.122,62.1874,0,1
Scenario11,2,64.0356,62.3887,0,2
Scenario11,2,63.2026,61.5958,500,1
Scenario11,2,63.3569,61.4565,500,2
Scenario11,2,61.1209,55.5767,1000,1
Scenario11,2,62.3181,56.7827,1000,2
Scenario11,2,57.2152,49.2833,1500,1
Scenario11,2,61.4168,52.768,1500,2
Scenario11,2,58.5451,39.5218,2000,1
Scenario11,2,58.1754,39.0872,2000,2
Scenario11,2,58.4967,43.1531,2500,1
Scenario11,2,57.6113,41.1853,2500,2
Scenario11,3,64.3331,62.0808,0,1
Scenario11,3,64.1718,62.0233,0,2
Scenario11,3,63.4644,61.0551,500,1
Scenario11,3,63.5292,61.5442,500,2
Scenario11,3,61.109,54.9444,1000,1
Scenario11,3,62.477,56.5743,1000,2
Scenario11,3,57.4132,45.1404,1500,1
Scenario11,3,61.1723,47.3966,1500,2
Scenario11,3,57.4713,36.026,2000,1
Scenario11,3,56.7742,31.6653,2000,2
Scenario11,3,57.7071,42.1996,2500,1
Scenario11,3,56.5013,42.2896,2500,2
Scenario11,4,64.3083,62.3964,0,1
Scenario11,4,64.3436,61.9052,0,2
Scenario11,4,63.1757,60.857,500,1
Scenario11,4,63.5999,60.3702,500,2
Scenario11,4,59.7617,51.062,1000,1
Scenario11,4,61.4349,51.9433,1000,2
Scenario11,4,54.2666,25.5541,1500,1
Scenario11,4,57.7587,24.378,1500,2
Scenario11,4,54.097,32.827,2000,1
Scenario11,4,54.0492,32.6706,2000,2
Scenario11,4,55.9685,37.6996,2500,1
Scenario11,4,54.6251,38.2251,2500,2
Scenario11,5,64.1541,60.8985,0,1
Scenario11,5,64.1893,60.998,0,2
Scenario11,5,63.1714,60.2913,500,1
Scenario11,5,63.5038,61.0376,500,2
Scenario11,5,60.3239,55.3771,1000,1
Scenario11,5,61.9969,56.08,1000,2
Scenario11,5,56.2454,33.9068,1500,1
Scenario11,5,60.0309,33.9657,1500,2
Scenario11,5,57.1315,31.2863,2000,1
Scenario11,5,56.9855,30.1662,2000,2
Scenario11,5,57.5015,41.5598,2500,1
Scenario11,5,56.918,39.679,2500,2
Scenario12,1,64.331,61.6526,0,1
Scenario12,1,64.2729,61.668,0,2
Scenario12,1,63.3801,61.452,500,1
Scenario12,1,63.6111,60.7329,500,2
Scenario12,1,60.6327,54.6833,1000,1
Scenario12,1,61.7468,56.9575,1000,2
Scenario12,1,61.1158,54.1516,1500,1
Scenario12,1,60.6201,50.9668,1500,2
Scenario12,1,61.2453,51.1544,2000,1
Scenario12,1,60.557,45.4768,2000,2
Scenario12,1,61.7251,49.8191,2500,1
Scenario12,1,61.2898,50.4389,2500,2
Scenario12,1,61.2362,48.4507,3000,1
Scenario12,1,61.441,53.1731,3000,2
Scenario12,1,56.9354,31.3246,3500,1
Scenario12,1,57.9876,30.6799,3500,2
Scenario12,1,58.1429,40.5614,4000,1
Scenario12,1,57.5578,39.1876,4000,2
Scenario12,1,59.5618,49.0072,4500,1
Scenario12,1,58.645,49.1693,4500,2
Scenario12,2,64.1225,62.1895,0,1
Scenario12,2,64.0335,62.3822,0,2
Scenario12,2,63.157,61.4617,500,1
Scenario12,2,63.3483,61.1329,500,2
Scenario12,2,60.4981,53.4487,1000,1
Scenario12,2,61.301,54.3634,1000,2
Scenario12,2,60.9831,52.9173,1500,1
Scenario12,2,60.6418,52.2299,1500,2
Scenario12,2,61.1759,54.7691,2000,1
Scenario12,2,60.7096,51.2516,2000,2
Scenario12,2,61.9647,57.3022,2500,1
Scenario12,2,61.5532,56.7248,2500,2
Scenario12,2,62.0029,58.3161,3000,1
Scenario12,2,61.862,58.3934,3000,2
Scenario12,2,58.4667,43.1652,3500,1
Scenario12,2,59.4203,38.9129,3500,2
Scenario12,2,58.9639,43.5642,4000,1
Scenario12,2,58.6771,41.9567,4000,2
Scenario12,2,59.7318,48.465,4500,1
Scenario12,2,59.3692,51.5344,4500,2
Scenario12,3,64.3329,62.0848,0,1
Scenario12,3,64.1732,62.0199,0,2
Scenario12,3,63.4153,60.8544,500,1
Scenario12,3,63.5213,61.4865,500,2
Scenario12,3,60.3014,51.7785,1000,1
Scenario12,3,61.345,53.0019,1000,2
Scenario12,3,60.6212,53.1882,1500,1
Scenario12,3,60.3243,51.8464,1500,2
Scenario12,3,60.9617,56.1472,2000,1
Scenario12,3,60.5854,54.1143,2000,2
Scenario12,3,61.5342,56.3111,2500,1
Scenario12,3,61.586,51.4536,2500,2
Scenario12,3,61.3829,49.277,3000,1
Scenario12,3,61.4047,54.697,3000,2
Scenario12,3,56.6336,36.7325,3500,1
Scenario12,3,57.6128,36.138,3500,2
Scenario12,3,57.5596,43.4238,4000,1
Scenario12,3,57.2316,44.2223,4000,2
Scenario12,3,58.9743,45.8743,4500,1
Scenario12,3,58.845,49.759,4500,2
Scenario12,4,64.3039,62.3691,0,1
Scenario12,4,64.3401,61.9042,0,2
Scenario12,4,63.0474,59.6387,500,1
Scenario12,4,63.3824,59.7935,500,2
Scenario12,4,58.5236,42.9198,1000,1
Scenario12,4,59.5604,38.3613,1000,2
Scenario12,4,60.0075,51.919,1500,1
Scenario12,4,59.558,48.4385,1500,2
Scenario12,4,60.9359,52.5433,2000,1
Scenario12,4,60.3567,51.4251,2000,2
Scenario12,4,61.5952,50.5425,2500,1
Scenario12,4,61.4423,53.8944,2500,2
Scenario12,4,61.2758,54.093,3000,1
Scenario12,4,61.33,51.1928,3000,2
Scenario12,4,56.657,35.5475,3500,1
Scenario12,4,57.5284,36.6998,3500,2
Scenario12,4,57.4887,45.7169,4000,1
Scenario12,4,56.8963,37.3535,4000,2
Scenario12,4,58.5689,47.8223,4500,1
Scenario12,4,57.8863,41.9055,4500,2
Scenario12,5,64.1545,60.904,0,1
Scenario12,5,64.1865,60.9999,0,2
Scenario12,5,63.0891,60.2935,500,1
Scenario12,5,63.4156,61.0396,500,2
Scenario12,5,59.2593,47.5166,1000,1
Scenario12,5,60.681,48.7689,1000,2
Scenario12,5,60.3414,44.49,1500,1
Scenario12,5,60.1802,46.7269,1500,2
Scenario12,5,60.8362,47.3858,2000,1
Scenario12,5,60.6615,44.0712,2000,2
Scenario12,5,61.5652,48.3075,2500,1
Scenario12,5,61.5291,48.0943,2500,2
Scenario12,5,61.5065,50.801,3000,1
Scenario12,5,61.7004,50.4173,3000,2
Scenario12,5,57.4489,38.62,3500,1
Scenario12,5,59.2183,43.843,3500,2
Scenario12,5,57.9966,46.3722,4000,1
Scenario12,5,58.1069,48.402,4000,2
Scenario12,5,59.4015,51.4497,4500,1
Scenario12,5,59.06,46.8273,4500,2
Scenario13,1,64.3929,60.5588,0,1
Scenario13,1,64.3769,62.5415,0,2
Scenario13,1,63.4734,60.5145,500,1
Scenario13,1,63.7614,61.716,500,2
Scenario13,1,61.1112,52.9759,1000,1
Scenario13,1,62.4854,58.1529,1000,2
Scenario13,1,56.7554,42.297,1500,1
Scenario13,1,60.7882,38.8965,1500,2
Scenario13,1,57.5661,34.8861,2000,1
Scenario13,1,57.3418,25.0794,2000,2
Scenario13,1,58.5088,44.209,2500,1
Scenario13,1,57.1289,37.5245,2500,2
Scenario13,2,64.1922,62.0792,0,1
Scenario13,2,64.1866,61.9872,0,2
Scenario13,2,63.2756,61.3793,500,1
Scenario13,2,63.5028,61.4757,500,2
Scenario13,2,60.9905,57.121,1000,1
Scenario13,2,62.3394,59.2837,1000,2
Scenario13,2,57.082,47.2261,1500,1
Scenario13,2,61.345,49.5063,1500,2
Scenario13,2,58.5414,46.5825,2000,1
Scenario13,2,58.3542,45.0794,2000,2
Scenario13,2,59.1565,47.5099,2500,1
Scenario13,2,57.9862,46.2208,2500,2
Scenario13,3,64.2664,61.5406,0,1
Scenario13,3,64.2874,62.0657,0,2
Scenario13,3,63.3584,61.1368,500,1
Scenario13,3,63.6605,62.0786,500,2
Scenario13,3,61.1977,51.5244,1000,1
Scenario13,3,62.484,57.9594,1000,2
Scenario13,3,57.4807,45.0466,1500,1
Scenario13,3,61.7516,53.2272,1500,2
Scenario13,3,58.2282,44.1332,2000,1
Scenario13,3,58.3948,45.778,2000,2
Scenario13,3,57.7894,38.2174,2500,1
Scenario13,3,57.4953,44.43,2500,2
Scenario13,4,64.3064,62.1708,0,1
Scenario13,4,64.3002,61.097,0,2
Scenario13,4,63.3273,61.5635,500,1
Scenario13,4,63.5891,60.7559,500,2
Scenario13,4,60.195,53.0232,1000,1
Scenario13,4,62.1877,54.2401,1000,2
Scenario13,4,56.1897,40.2226,1500,1
Scenario13,4,60.4285,43.7835,1500,2
Scenario13,4,56.0751,37.0687,2000,1
Scenario13,4,55.8326,32.8986,2000,2
Scenario13,4,57.0928,42.8455,2500,1
Scenario13,4,55.9766,33.5457,2500,2
Scenario13,5,64.2873,62.0683,0,1
Scenario13,5,64.1296,61.3343,0,2
Scenario13,5,63.393,61.639,500,1
Scenario13,5,63.5206,61.452,500,2
Scenario13,5,60.5883,55.766,1000,1
Scenario13,5,62.4262,58.3078,1000,2
Scenario13,5,56.9872,37.6912,1500,1
Scenario13,5,60.6384,44.3588,1500,2
Scenario13,5,58.2079,44.5,2000,1
Scenario13,5,58.2812,45.4797,2000,2
Scenario13,5,58.9451,48.298,2500,1
Scenario13,5,57.9967,46.9241,2500,2
Scenario14,1,64.3939,60.5603,0,1
Scenario14,1,64.3767,62.5409,0,2
Scenario14,1,63.4466,60.5189,500,1
Scenario14,1,63.7453,61.7139,500,2
Scenario14,1,60.5858,53.2105,1000,1
Scenario14,1,61.5988,52.8284,1000,2
Scenario14,1,60.8703,49.4325,1500,1
Scenario14,1,60.6055,48.6969,1500,2
Scenario14,1,61.2903,49.3888,2000,1
Scenario14,1,60.7513,51.2156,2000,2
Scenario14,1,61.809,51.2603,2500,1
Scenario14,1,61.4147,53.2112,2500,2
Scenario14,1,61.5804,53.3919,3000,1
Scenario14,1,61.6647,57.3056,3000,2
Scenario14,1,56.7798,39.7832,3500,1
Scenario14,1,58.267,37.3766,3500,2
Scenario14,1,57.9695,41.6589,4000,1
Scenario14,1,57.8521,41.7997,4000,2
Scenario14,1,59.4738,46.6656,4500,1
Scenario14,1,59.0418,47.6271,4500,2
Scenario14,2,64.1884,62.0825,0,1
Scenario14,2,64.1848,61.9922,0,2
Scenario14,2,63.2278,61.2705,500,1
Scenario14,2,63.4719,61.4695,500,2
Scenario14,2,60.4744,54.8951,1000,1
Scenario14,2,61.4863,56.4559,1000,2
Scenario14,2,61.0867,53.0632,1500,1
Scenario14,2,60.922,57.6285,1500,2
Scenario14,2,61.197,56.2697,2000,1
Scenario14,2,61.1255,56.3575,2000,2
Scenario14,2,61.9393,59.3404,2500,1
Scenario14,2,61.9804,58.1841,2500,2
Scenario14,2,61.9177,53.1163,3000,1
Scenario14,2,61.8627,57.9763,3000,2
Scenario14,2,57.7675,42.2087,3500,1
Scenario14,2,58.3941,29.5712,3500,2
Scenario14,2,58.8027,46.0131,4000,1
Scenario14,2,58.361,43.2462,4000,2
Scenario14,2,59.9988,52.1268,4500,1
Scenario14,2,59.553,49.8907,4500,2
Scenario14,3,64.2692,61.5371,0,1
Scenario14,3,64.2867,62.0644,0,2
Scenario14,3,63.2808,61.0019,500,1
Scenario14,3,63.5936,61.5692,500,2
Scenario14,3,60.2605,42.5376,1000,1
Scenario14,3,60.9978,47.8108,1000,2
Scenario14,3,60.6538,48.7134,1500,1
Scenario14,3,60.5332,51.0886,1500,2
Scenario14,3,60.8284,52.729,2000,1
Scenario14,3,60.702,54.105,2000,2
Scenario14,3,61.7268,57.2119,2500,1
Scenario14,3,61.7102,57.0097,2500,2
Scenario14,3,61.5085,51.4421,3000,1
Scenario14,3,61.8849,55.3513,3000,2
Scenario14,3,57.4179,34.6956,3500,1
Scenario14,3,58.9307,32.9894,3500,2
Scenario14,3,58.1571,43.783,4000,1
Scenario14,3,58.1128,41.3874,4000,2
Scenario14,3,59.5463,50.8744,4500,1
Scenario14,3,59.0823,45.2316,4500,2
Scenario14,4,64.3058,62.2132,0,1
Scenario14,4,64.2937,61.0983,0,2
Scenario14,4,63.2484,61.5612,500,1
Scenario14,4,63.4831,59.9111,500,2
Scenario14,4,59.1244,47.9552,1000,1
Scenario14,4,60.3236,45.7903,1000,2
Scenario14,4,60.5157,53.3598,1500,1
Scenario14,4,60.0429,49.7405,1500,2
Scenario14,4,61.1945,55.3912,2000,1
Scenario14,4,60.4959,45.3431,2000,2
Scenario14,4,61.795,53.9224,2500,1
Scenario14,4,61.5687,51.9041,2500,2
Scenario14,4,61.3365,54.736,3000,1
Scenario14,4,61.4662,52.9135,3000,2
Scenario14,4,56.679,35.8265,3500,1
Scenario14,4,57.647,36.5358,3500,2
Scenario14,4,57.355,40.0262,4000,1
Scenario14,4,57.3084,43.8307,4000,2
Scenario14,4,58.8317,44.3958,4500,1
Scenario14,4,58.2205,50.0853,4500,2
Scenario14,5,64.2822,62.0644,0,1
Scenario14,5,64.1288,61.3395,0,2
Scenario14,5,63.362,61.6332,500,1
Scenario14,5,63.4901,61.5129,500,2
Scenario14,5,59.9822,54.0981,1000,1
Scenario14,5,61.3284,53.3341,1000,2
Scenario14,5,60.7234,53.8714,1500,1
Scenario14,5,60.7183,54.7151,1500,2
Scenario14,5,61.321,56.0337,2000,1
Scenario14,5,61.0775,55.5904,2000,2
Scenario14,5,61.9575,57.6042,2500,1
Scenario14,5,62.055,57.6407,2500,2
Scenario14,5,61.5264,48.0057,3000,1
Scenario14,5,61.7738,51.9347,3000,2
Scenario14,5,56.1407,28.2984,3500,1
Scenario14,5,57.9983,32.9192,3500,2
Scenario14,5,57.928,47.0096,4000,1
Scenario14,5,57.7686,42.6066,4000,2
Scenario14,5,59.4604,51.5073,4500,1
Scenario14,5,58.8703,48.1072,4500,2
Scenario15,1,64.552,61.1881,0,1
Scenario15,1,64.4031,61.586,0,2
Scenario15,1,63.5093,60.526,500,1
Scenario15,1,63.7727,61.7583,500,2
Scenario15,1,61.2181,54.0996,1000,1
Scenario15,1,62.5862,57.0459,1000,2
Scenario15,1,57.6338,45.502,1500,1
Scenario15,1,61.9688,56.3632,1500,2
Scenario15,1,58.9809,43.5818,2000,1
Scenario15,1,59.213,48.5493,2000,2
Scenario15,1,59.4526,47.4155,2500,1
Scenario15,1,58.4399,46.7082,2500,2
Scenario15,2,64.2,61.9209,0,1
Scenario15,2,64.2134,62.0204,0,2
Scenario15,2,63.2402,59.8704,500,1
Scenario15,2,63.4914,60.7846,500,2
Scenario15,2,60.6201,51.6192,1000,1
Scenario15,2,62.2852,57.1591,1000,2
Scenario15,2,56.7695,45.9055,1500,1
Scenario15,2,61.3001,46.5316,1500,2
Scenario15,2,58.7486,48.1854,2000,1
Scenario15,2,58.8759,48.2211,2000,2
Scenario15,2,59.4846,51.0995,2500,1
Scenario15,2,58.8569,46.7863,2500,2
Scenario15,3,64.1462,61.6257,0,1
Scenario15,3,64.3945,61.2238,0,2
Scenario15,3,63.2927,60.6748,500,1
Scenario15,3,63.6898,61.474,500,2
Scenario15,3,60.7046,51.0879,1000,1
Scenario15,3,61.9585,50.855,1000,2
Scenario15,3,56.0748,30.9097,1500,1
Scenario15,3,60.538,31.9555,1500,2
Scenario15,3,57.5523,35.6505,2000,1
Scenario15,3,57.1232,37.6678,2000,2
Scenario15,3,58.5247,44.2499,2500,1
Scenario15,3,57.5074,40.5506,2500,2
Scenario15,4,64.3117,61.9131,0,1
Scenario15,4,64.4839,61.9554,0,2
Scenario15,4,63.3447,61.7699,500,1
Scenario15,4,63.6346,60.4087,500,2
Scenario15,4,59.8554,52.8839,1000,1
Scenario15,4,61.5131,53.5628,1000,2
Scenario15,4,55.9763,45.5163,1500,1
Scenario15,4,60.1425,46.5601,1500,2
Scenario15,4,56.6641,40.8615,2000,1
Scenario15,4,56.8033,39.2592,2000,2
Scenario15,4,57.8339,47.0351,2500,1
Scenario15,4,57.2214,41.1593,2500,2
Scenario15,5,64.3392,61.6789,0,1
Scenario15,5,64.306,61.5432,0,2
Scenario15,5,63.348,59.3518,500,1
Scenario15,5,63.5733,60.6058,500,2
Scenario15,5,60.3581,53.814,1000,1
Scenario15,5,62.0398,54.466,1000,2
Scenario15,5,56.1432,21.8262,1500,1
Scenario15,5,60.3844,34.3062,1500,2
Scenario15,5,57.3791,35.933,2000,1
Scenario15,5,57.5136,40.6942,2000,2
Scenario15,5,58.0842,40.2443,2500,1
Scenario15,5,57.7571,43.9797,2500,2
Scenario16,1,64.5514,61.1909,0,1
Scenario16,1,64.4045,61.5973,0,2
Scenario16,1,63.4496,60.5254,500,1
Scenario16,1,63.7454,61.7539,500,2
Scenario16,1,60.4083,51.3908,1000,1
Scenario16,1,61.5149,54.0294,1000,2
Scenario16,1,60.9659,51.3177,1500,1
Scenario16,1,60.8442,53.4808,1500,2
Scenario16,1,61.8167,54.7821,2000,1
Scenario16,1,61.15,55.1134,2000,2
Scenario16,1,62.1812,57.5575,2500,1
Scenario16,1,62.1019,53.707,2500,2
Scenario16,1,61.2728,44.9322,3000,1
Scenario16,1,61.6273,48.4825,3000,2
Scenario16,1,56.3751,30.1505,3500,1
Scenario16,1,57.7388,27.0751,3500,2
Scenario16,1,58.7617,44.6345,4000,1
Scenario16,1,58.4109,40.3106,4000,2
Scenario16,1,60.3092,53.5414,4500,1
Scenario16,1,59.5671,45.3568,4500,2
Scenario16,2,64.1954,61.9181,0,1
Scenario16,2,64.2131,62.0273,0,2
Scenario16,2,63.2128,59.792,500,1
Scenario16,2,63.4295,60.763,500,2
Scenario16,2,60.2359,44.2392,1000,1
Scenario16,2,61.3217,55.4165,1000,2
Scenario16,2,61.1745,55.5767,1500,1
Scenario16,2,60.9886,55.554,1500,2
Scenario16,2,61.9764,57.2805,2000,1
Scenario16,2,61.2866,57.614,2000,2
Scenario16,2,62.5867,60.1687,2500,1
Scenario16,2,62.312,59.3382,2500,2
Scenario16,2,61.9333,57.1792,3000,1
Scenario16,2,62.1282,58.6416,3000,2
Scenario16,2,57.1768,36.977,3500,1
Scenario16,2,59.0566,41.3644,3500,2
Scenario16,2,59.3222,47.2755,4000,1
Scenario16,2,59.3218,49.1735,4000,2
Scenario16,2,60.7807,52.7747,4500,1
Scenario16,2,60.4142,53.8418,4500,2
Scenario16,3,64.1437,61.6301,0,1
Scenario16,3,64.391,61.2235,0,2
Scenario16,3,63.1888,60.589,500,1
Scenario16,3,63.6288,61.562,500,2
Scenario16,3,60.0392,51.0581,1000,1
Scenario16,3,60.9243,51.8499,1000,2
Scenario16,3,60.772,57.3408,1500,1
Scenario16,3,60.7265,56.1311,1500,2
Scenario16,3,61.3347,57.5725,2000,1
Scenario16,3,61.1268,54.8613,2000,2
Scenario16,3,61.9653,56.1381,2500,1
Scenario16,3,61.8483,52.9117,2500,2
Scenario16,3,61.5187,58.2219,3000,1
Scenario16,3,61.7491,53.3516,3000,2
Scenario16,3,56.8187,43.7192,3500,1
